Title,groupurl,category,pay_labels
ヒラカタ・ノート,劇団名ニットキャップシアター,https://kan-geki.com/streaming/play/254,"カテゴリードラマ,ダンス・舞踏・パフォーマンス,",有料
ピラカタ・ノート,劇団名ニットキャップシアター,https://kan-geki.com/streaming/play/255,"カテゴリードラマ,ダンス・舞踏・パフォーマンス,",有料
男亡者の泣きぬるところ,劇団名ニットキャップシアター,https://kan-geki.com/streaming/play/256,"カテゴリードラマ,ダンス・舞踏・パフォーマンス,",有料
踊るワン-パラグラフ,劇団名ニットキャップシアター,https://kan-geki.com/streaming/play/257,"カテゴリーミステリー・サスペンス,コメディ,ダンス・舞踏・パフォーマンス,",有料
リターン☆プラネット on stage,劇団名baghdadcafe’,https://kan-geki.com/streaming/play/258,"カテゴリーコメディ,",有料
ガベコレ　-garbage collection,劇団名極東退屈道場,https://kan-geki.com/streaming/play/259,"カテゴリーアート,ダンス・舞踏・パフォーマンス,不条理・アングラ,",有料
タイムズ,劇団名極東退屈道場,https://kan-geki.com/streaming/play/260,"カテゴリーダンス・舞踏・パフォーマンス,不条理・アングラ,",有料
ボディ＆ビルディング,劇団名ステージタイガー,https://kan-geki.com/streaming/play/261,"カテゴリードラマ,コメディ,",有料
コロニー,劇団名伊藤えん魔プロデュース,https://kan-geki.com/streaming/play/262,"カテゴリーファンタジー,アクション,",有料
デッサン,劇団名SPIRALMOON,https://kan-geki.com/streaming/play/263,"カテゴリードラマ,",有料
未開の議場,劇団名カムヰヤッセン,https://kan-geki.com/streaming/play/264,"カテゴリードラマ,",有料
BUMP!,劇団名ステージタイガー,https://kan-geki.com/streaming/play/265,"カテゴリードラマ,コメディ,",有料
ART～愛とロマンと哲学と～,劇団名東京サムライガンズ,https://kan-geki.com/streaming/play/270,"カテゴリーコメディ,",有料
RUN,劇団名お座敷コブラ,https://kan-geki.com/streaming/play/273,"カテゴリードラマ,ミステリー・サスペンス,ダンス・舞踏・パフォーマンス,",有料
佐川、あれはイキ過ぎた男,劇団名短距離男道ミサイル,https://kan-geki.com/streaming/play/274,"カテゴリーファンタジー,コメディ,ダンス・舞踏・パフォーマンス,",有料
おれの二の腕はどうだ,劇団名コトリ会議,https://kan-geki.com/streaming/play/275,"カテゴリードラマ,",有料
おぼろ,劇団名STAR☆JACKS,https://kan-geki.com/streaming/play/276,"カテゴリーSF,アクション,時代劇（歴史劇）,",有料
衝突と分裂、あるいは融合,劇団名時間堂,https://kan-geki.com/streaming/play/277,"カテゴリードラマ,",有料
桜舞う夜、君想ふ,劇団名STAR☆JACKS,https://kan-geki.com/streaming/play/278,"カテゴリーアクション,時代劇（歴史劇）,恋愛,",有料
いろゆらぎ,劇団名劇団犯罪友の会,https://kan-geki.com/streaming/play/279,"カテゴリー時代劇（歴史劇）,恋愛,",有料
横丁のダーリン,劇団名劇団犯罪友の会,https://kan-geki.com/streaming/play/280,"カテゴリードラマ,恋愛,",有料
For　スマイル,劇団名ななめ４５°,https://kan-geki.com/streaming/play/281,"カテゴリーファンタジー,ダンス・舞踏・パフォーマンス,",有料
鍋,劇団名芝居処味一番,https://kan-geki.com/streaming/play/282,"カテゴリードラマ,",有料
UNKNOWN HOSPITAL,劇団名劇団壱劇屋,https://kan-geki.com/streaming/play/283,"カテゴリーミステリー・サスペンス,ダンス・舞踏・パフォーマンス,",有料
"Shut up, Play!!",劇団名オリジナルテンポ,https://kan-geki.com/streaming/play/285,"カテゴリーダンス・舞踏・パフォーマンス,",有料
おざなりのリカージョン,劇団名劇団なのぐらむ,https://kan-geki.com/streaming/play/287,"カテゴリーミステリー・サスペンス,",有料
ナイゲン(2013年版),劇団名アガリスクエンターテイメント,https://kan-geki.com/streaming/play/288,"カテゴリーコメディ,",有料
時をかける稽古場,劇団名アガリスクエンターテイメント,https://kan-geki.com/streaming/play/289,"カテゴリーコメディ,",有料
紅白旗合戦,劇団名アガリスクエンターテイメント,https://kan-geki.com/streaming/play/290,"カテゴリーコメディ,",有料
あいまいな、サイ,劇団名ムシラセ,https://kan-geki.com/streaming/play/291,"カテゴリードラマ,",有料
この中に裏切り者がいますよ,劇団名万能グローブガラパゴスダイナモス,https://kan-geki.com/streaming/play/293,"カテゴリーコメディ,",有料
CAN魂,劇団名短距離男道ミサイル,https://kan-geki.com/streaming/play/295,"カテゴリーコメディ,",有料
どんつく性(サーガ),劇団名短距離男道ミサイル,https://kan-geki.com/streaming/play/296,"カテゴリーコメディ,",有料
裸のリア王,劇団名短距離男道ミサイル,https://kan-geki.com/streaming/play/297,"カテゴリーコメディ,",有料
はんかい電車（昼）,劇団名山尾企画,https://kan-geki.com/streaming/play/298,"カテゴリーコメディ,",有料
俺だけ人間,劇団名山尾企画,https://kan-geki.com/streaming/play/299,"カテゴリードラマ,",有料
リビング（つきつきつっき）,劇団名山尾企画,https://kan-geki.com/streaming/play/300,"カテゴリードラマ,",有料
リビング（ハッピーバーストゥモロー）,劇団名山尾企画,https://kan-geki.com/streaming/play/301,"カテゴリードラマ,",有料
はんかい電車（夜）,劇団名山尾企画,https://kan-geki.com/streaming/play/302,"カテゴリーコメディ,",有料
じんない～虎乱の陣～,劇団名STAR☆JACKS,https://kan-geki.com/streaming/play/303,"カテゴリー時代劇（歴史劇）,",有料
墨と薔薇,劇団名劇団goto,https://kan-geki.com/streaming/play/305,"カテゴリー恋愛,ダンス・舞踏・パフォーマンス,",有料
IN HIS THIRTIES,劇団名かのうとおっさん,https://kan-geki.com/streaming/play/306,"カテゴリーコメディ,",有料
未開の議場（英語字幕）,劇団名カムヰヤッセン,https://kan-geki.com/streaming/play/307,"カテゴリードラマ,",有料
悪い癖,劇団名匿名劇壇,https://kan-geki.com/streaming/play/308,"カテゴリードラマ,",有料
ポリアモリー・ラブ・アンド・コメディ,劇団名匿名劇壇,https://kan-geki.com/streaming/play/309,"カテゴリードラマ,恋愛,",有料
MONKEY CHOP BRUCKNER!!,劇団名アマヤドリ,https://kan-geki.com/streaming/play/310,"カテゴリードラマ,ダンス・舞踏・パフォーマンス,",有料
ロクな死にかた,劇団名アマヤドリ,https://kan-geki.com/streaming/play/311,"カテゴリードラマ,ダンス・舞踏・パフォーマンス,",有料
うれしい悲鳴,劇団名アマヤドリ,https://kan-geki.com/streaming/play/312,"カテゴリードラマ,恋愛,ダンス・舞踏・パフォーマンス,",有料
太陽とサヨナラ,劇団名アマヤドリ,https://kan-geki.com/streaming/play/313,"カテゴリーSF,ドラマ,ダンス・舞踏・パフォーマンス,",有料
俺の兄貴はブラームス,劇団名東京イボンヌ,https://kan-geki.com/streaming/play/314,"カテゴリー時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
酔いどれシューベルト,劇団名東京イボンヌ,https://kan-geki.com/streaming/play/315,"カテゴリーファンタジー,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
ショパンの馬鹿!!!～別れの夜～,劇団名東京イボンヌ,https://kan-geki.com/streaming/play/316,"カテゴリー時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
ワンハンドレッドライフ,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/317,"カテゴリーファンタジー,ドラマ,",有料
ロッカールームに眠る僕の知らない戦争,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/318,"カテゴリードラマ,",有料
方舟,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/319,"カテゴリーファンタジー,ドラマ,",有料
ヘルプマン！,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/320,"カテゴリードラマ,マンガ・アニメ,",有料
明日、君を食べるよ,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/321,"カテゴリードラマ,",有料
エリマキトカゲ心中,劇団名超人予備校,https://kan-geki.com/streaming/play/323,"カテゴリーコメディ,キッズ・ファミリー,ダンス・舞踏・パフォーマンス,",有料
ヒストリーズ・ジャパン,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/324,"カテゴリー時代劇（歴史劇）,",有料
衝突と分裂、あるいは融合（福岡版）,劇団名時間堂,https://kan-geki.com/streaming/play/325,"カテゴリードラマ,",有料
無名稿あまがさ,劇団名無名劇団,https://kan-geki.com/streaming/play/335,"カテゴリー不条理・アングラ,",有料
ざわざわ、ぞわり,劇団名無名劇団,https://kan-geki.com/streaming/play/336,"カテゴリードラマ,ミステリー・サスペンス,",有料
ぴかぴか,劇団名妄烈キネマレコード,https://kan-geki.com/streaming/play/337,"カテゴリーSF,ドラマ,",有料
ワールド,劇団名山尾企画,https://kan-geki.com/streaming/play/338,"カテゴリーファンタジー,",有料
白黒つかない,劇団名オレンヂスタ,https://kan-geki.com/streaming/play/339,"カテゴリードラマ,アート,ダンス・舞踏・パフォーマンス,",有料
四谷美談,劇団名yhs,https://kan-geki.com/streaming/play/340,"カテゴリードラマ,ミステリー・サスペンス,恋愛,",有料
つづく、,劇団名yhs,https://kan-geki.com/streaming/play/341,"カテゴリードラマ,",有料
loveletter街の灯り,劇団名劇団時乃旅人,https://kan-geki.com/streaming/play/342,"カテゴリー恋愛,",有料
協走組曲 第三楽章 Aキャスト,劇団名ステージタイガー,https://kan-geki.com/streaming/play/343,"カテゴリードラマ,恋愛,",有料
協走組曲 第三楽章 Bキャスト,劇団名ステージタイガー,https://kan-geki.com/streaming/play/344,"カテゴリードラマ,恋愛,",有料
無差別,劇団名東洋企画,https://kan-geki.com/streaming/play/345,"カテゴリーファンタジー,ドラマ,",有料
B612,劇団名THE黒帯,https://kan-geki.com/streaming/play/347,"カテゴリーSF,ドラマ,",有料
eleven,劇団名THE黒帯,https://kan-geki.com/streaming/play/348,"カテゴリードラマ,ミステリー・サスペンス,",有料
TRUCE,劇団名THE黒帯,https://kan-geki.com/streaming/play/349,"カテゴリードラマ,",有料
偽曲 藪の中,劇団名東洋企画,https://kan-geki.com/streaming/play/350,"カテゴリーミステリー・サスペンス,ダンス・舞踏・パフォーマンス,",有料
FESTIVAL/ONOBORI-トーホクをヌぐ-,劇団名短距離男道ミサイル,https://kan-geki.com/streaming/play/351,"カテゴリーコメディ,ダンス・舞踏・パフォーマンス,",有料
福喜多さんちの三兄弟4,劇団名劇団925,https://kan-geki.com/streaming/play/354,"カテゴリードラマ,コメディ,",有料
カタロゴス-「数」についての短編集-,劇団名劇団5454（ランドリー）,https://kan-geki.com/streaming/play/355,"カテゴリードラマ,アート,",有料
プレゼン男,劇団名宮川サキのキャラクター大図鑑,https://kan-geki.com/streaming/play/357,カテゴリー,有料
ヌルイ女,劇団名宮川サキのキャラクター大図鑑,https://kan-geki.com/streaming/play/358,カテゴリー,有料
ネズミ女,劇団名宮川サキのキャラクター大図鑑,https://kan-geki.com/streaming/play/359,カテゴリー,有料
モダンtimes,劇団名宮川サキのキャラクター大図鑑,https://kan-geki.com/streaming/play/360,カテゴリー,有料
C-BOY,劇団名宮川サキのキャラクター大図鑑,https://kan-geki.com/streaming/play/361,カテゴリー,有料
山本山,劇団名宮川サキのキャラクター大図鑑,https://kan-geki.com/streaming/play/362,カテゴリー,有料
おかん,劇団名宮川サキのキャラクター大図鑑,https://kan-geki.com/streaming/play/363,カテゴリー,有料
円山,劇団名宮川サキのキャラクター大図鑑,https://kan-geki.com/streaming/play/364,カテゴリー,有料
木曜ドラマPERHAPS警部パハップス(全10回),劇団名劇団ガバメンツ,https://kan-geki.com/streaming/play/365,"カテゴリーコメディ,",有料
劇団鹿殺し充電前公演『無休電車』,劇団名劇団鹿殺し,https://kan-geki.com/streaming/play/378,カテゴリー,有料
サンプリングデイ,劇団名sunday,https://kan-geki.com/streaming/play/380,カテゴリー,有料
男亡者の泣きぬるところ,劇団名赤星マサノリ×坂口修一二人芝居,https://kan-geki.com/streaming/play/381,カテゴリー,有料
貧乏ネ申～The Poor Zombies～,劇団名赤星マサノリ×坂口修一二人芝居,https://kan-geki.com/streaming/play/406,カテゴリー,有料
Equal―イコールー,劇団名赤星マサノリ×坂口修一二人芝居,https://kan-geki.com/streaming/play/407,カテゴリー,有料
